10	871	54	13	8	7	11	19	8	10	6	764	20	5	2	2	4	4	2	5	3	767	4	1	0	0	0	0	0	1	0	767	0	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	887	21	7	3	2	5	6	4	6	4	787	6	2	1	0	1	1	0	1	0	768	4	0	0	0	0	0	0	0	0	767	1	0	0	0	0	0	0	0	0	767	1	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	922	9	3	2	2	4	3	1	3	0	798	1	0	0	0	0	0	0	0	0	774	0	0	0	0	0	0	0	0	0	774	0	0	0	0	0	0	0	0	0	769	0	0	0	0	0	0	0	0	0	898	13	5	2	4	3	5	5	8	7	791	3	1	0	1	0	1	1	2	1	772	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	0	0	0	0	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	0	15	15	9	9	17	19	0	30	19	23	30	61	49	0	38	83	37	32	21	22	0	11	12	7	6	6	7	0	4	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	26	118	186	0	307	268	109	220	247	40	0	
10	859	55	13	6	6	12	14	18	12	11	740	18	5	3	2	5	7	7	12	9	762	3	1	0	0	1	1	1	2	1	766	0	0	0	0	0	0	0	0	0	766	0	0	0	0	0	0	0	0	0	848	44	10	3	5	5	7	6	14	9	772	14	3	1	1	1	1	1	2	1	768	2	0	0	0	0	0	0	0	0	768	0	0	0	0	0	0	0	0	0	768	0	0	0	0	0	0	0	0	0	768	0	0	0	0	0	0	0	0	0	903	16	4	1	3	6	3	3	6	5	795	3	0	0	0	1	0	0	1	1	773	0	0	0	0	0	0	0	0	0	773	0	0	0	0	0	0	0	0	0	769	0	0	0	0	0	0	0	0	0	884	23	6	2	3	3	4	4	6	13	786	5	1	0	0	0	1	0	2	5	771	1	0	0	0	0	0	0	0	1	771	1	0	0	0	0	0	0	0	1	771	1	0	0	0	0	0	0	0	1	771	1	0	0	0	0	0	0	0	1	771	1	0	0	0	0	0	0	0	1	771	1	0	0	0	0	0	0	0	1	771	1	0	0	0	0	0	0	0	1	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	0	14	15	8	8	15	15	0	23	19	12	21	44	54	0	38	61	46	45	25	30	0	13	13	8	7	5	7	0	4	3	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	22	103	179	0	310	254	116	205	224	40	0	
10	863	71	5	6	4	8	10	11	19	14	706	27	7	3	5	5	8	8	21	20	755	5	1	0	1	1	1	1	4	4	765	1	0	0	0	0	0	0	0	0	765	1	0	0	0	0	0	0	0	0	848	39	10	4	3	5	8	5	18	10	763	17	4	2	1	2	1	1	4	3	767	3	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	959	0	0	0	0	0	0	0	0	0	761	13	4	2	1	4	3	2	5	4	766	2	0	0	0	0	0	0	1	0	767	0	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	959	0	0	0	0	0	0	0	0	0	736	21	4	3	1	5	5	4	7	13	750	6	0	0	1	1	1	1	3	6	764	1	0	0	0	0	0	0	0	1	764	1	0	0	0	0	0	0	0	1	764	1	0	0	0	0	0	0	0	1	764	1	0	0	0	0	0	0	0	1	764	1	0	0	0	0	0	0	0	1	764	1	0	0	0	0	0	0	0	1	764	1	0	0	0	0	0	0	0	1	28	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	8	19	8	11	18	13	0	25	41	13	15	39	47	0	40	42	34	26	33	47	0	16	20	9	8	9	7	0	5	3	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	20	105	169	0	260	124	151	210	224	42	0	
10	932	21	7	4	3	8	9	9	13	4	743	21	4	3	3	5	8	4	9	7	763	4	0	0	0	1	1	0	1	1	767	0	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	894	24	6	3	3	6	6	4	3	0	763	14	4	2	1	2	3	1	2	4	767	2	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	959	0	0	0	0	0	0	0	0	0	760	15	4	3	1	3	3	2	4	3	766	3	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	959	0	0	0	0	0	0	0	0	0	728	37	4	2	1	3	4	4	5	9	748	9	2	1	0	1	2	1	2	3	764	1	0	0	0	0	0	0	0	0	764	1	0	0	0	0	0	0	0	0	764	1	0	0	0	0	0	0	0	0	764	1	0	0	0	0	0	0	0	0	764	1	0	0	0	0	0	0	0	0	764	1	0	0	0	0	0	0	0	0	764	1	0	0	0	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	13	0	11	16	9	7	14	14	0	24	48	13	14	24	41	0	28	27	30	16	14	33	0	22	36	14	12	15	17	0	10	8	4	3	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	98	146	0	260	125	141	204	203	38	0	
10	925	25	6	7	5	11	10	13	4	2	749	22	5	3	3	4	8	6	4	4	764	4	1	0	0	0	1	1	0	0	767	0	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	908	19	6	1	2	5	3	2	2	0	764	14	3	1	1	2	3	1	2	5	767	2	0	0	0	0	0	0	0	1	767	0	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	958	1	0	0	0	0	0	0	0	0	769	14	2	1	3	4	2	0	1	1	768	2	0	0	0	0	0	0	0	0	768	0	0	0	0	0	0	0	0	0	768	0	0	0	0	0	0	0	0	0	766	1	0	0	0	0	0	0	0	0	868	48	5	1	5	7	2	2	6	5	767	13	2	1	2	3	1	2	3	5	767	2	0	0	0	0	0	0	0	1	767	2	0	0	0	0	0	0	0	1	767	2	0	0	0	0	0	0	0	1	767	2	0	0	0	0	0	0	0	1	767	2	0	0	0	0	0	0	0	1	767	2	0	0	0	0	0	0	0	1	767	2	0	0	0	0	0	0	0	1	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	3	12	0	16	14	8	16	37	29	0	32	19	11	14	19	33	0	29	32	20	23	17	26	0	11	27	13	15	20	16	0	12	14	10	9	6	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	6	16	102	144	0	325	240	103	194	220	37	0	
10	896	33	8	5	3	12	10	13	6	19	730	21	5	4	4	5	6	6	11	12	760	4	1	0	0	1	1	1	2	2	766	0	0	0	0	0	0	0	0	0	766	0	0	0	0	0	0	0	0	0	907	20	6	1	2	5	2	2	3	0	760	16	3	1	3	4	4	1	1	1	766	3	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	886	73	0	0	0	0	0	0	0	0	754	27	3	2	2	5	2	1	1	1	765	5	0	0	0	1	0	0	0	0	767	1	0	0	0	0	0	0	0	0	767	1	0	0	0	0	0	0	0	0	744	75	61	29	0	0	0	0	0	0	682	56	15	8	2	5	7	1	3	8	892	23	7	4	2	8	6	2	4	8	792	4	1	0	0	1	1	0	0	1	792	4	1	0	0	1	1	0	0	1	792	4	1	0	0	1	1	0	0	1	792	4	1	0	0	1	1	0	0	1	792	4	1	0	0	1	1	0	0	1	792	4	1	0	0	1	1	0	0	1	792	4	1	0	0	1	1	0	0	1	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	8	13	9	5	3	2	0	2	2	2	0	3	3	2	3	3	13	0	12	22	10	12	16	12	0	22	39	14	18	19	19	0	28	24	18	15	13	19	0	12	14	8	8	14	16	0	16	16	11	9	8	6	4	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	88	131	0	254	117	121	191	211	32	0	
10	779	152	12	5	5	8	11	17	10	13	675	66	12	2	4	5	9	6	11	20	749	13	2	0	0	1	1	1	2	4	764	2	0	0	0	0	0	0	0	0	764	2	0	0	0	0	0	0	0	0	767	109	21	6	3	6	9	9	15	0	714	39	7	2	1	4	5	4	5	11	757	7	1	0	0	0	1	0	1	2	765	1	0	0	0	0	0	0	0	0	765	1	0	0	0	0	0	0	0	0	646	305	8	0	0	0	0	0	0	0	703	75	4	2	3	8	1	0	1	0	755	15	0	0	0	1	0	0	0	0	765	3	0	0	0	0	0	0	0	0	765	3	0	0	0	0	0	0	0	0	587	232	55	18	21	0	0	0	0	0	637	84	15	5	6	4	28	1	2	3	829	56	9	5	4	5	39	5	1	1	780	11	1	1	0	1	7	1	0	0	780	11	1	1	0	1	7	1	0	0	780	11	1	1	0	1	7	1	0	0	780	11	1	1	0	1	7	1	0	0	780	11	1	1	0	1	7	1	0	0	780	11	1	1	0	1	7	1	0	0	780	11	1	1	0	1	7	1	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	6	11	16	7	0	6	7	5	4	5	4	0	4	4	3	0	3	3	5	7	11	13	0	23	12	9	13	20	16	0	16	23	9	15	13	17	0	12	17	13	12	9	16	0	9	14	7	7	9	14	0	18	12	9	5	6	4	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	97	126	0	276	215	86	176	168	32	0	
10	884	41	6	4	5	10	13	22	8	15	627	103	10	3	5	6	11	8	14	19	633	127	2	0	1	1	2	1	2	3	688	78	0	0	0	0	0	0	0	0	688	78	0	0	0	0	0	0	0	0	836	67	9	4	4	4	5	4	13	2	695	39	6	2	4	7	7	2	15	15	719	42	1	0	0	1	1	0	3	3	721	45	0	0	0	0	0	0	0	0	721	45	0	0	0	0	0	0	0	0	736	200	19	3	0	0	0	0	0	0	687	73	6	2	1	16	10	0	0	0	733	17	1	1	0	4	13	0	0	0	756	8	0	0	0	0	2	0	0	0	756	8	0	0	0	0	2	0	0	0	511	185	69	26	26	60	20	0	0	0	521	77	23	14	8	20	73	24	3	16	574	75	49	11	6	15	80	81	56	4	729	15	9	2	1	3	16	16	11	0	729	15	9	2	1	3	16	16	11	0	729	15	9	2	1	3	16	16	11	0	729	15	9	2	1	3	16	16	11	0	729	15	9	2	1	3	16	16	11	0	729	15	9	2	1	3	16	16	11	0	729	15	9	2	1	3	16	16	11	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	4	6	5	0	8	25	19	25	13	11	0	9	6	4	4	5	4	0	5	8	8	6	5	3	0	2	2	2	0	2	3	4	6	16	16	0	13	11	11	11	19	14	0	13	15	13	18	20	14	0	10	10	9	6	7	9	0	8	12	9	8	8	10	0	18	13	7	7	4	4	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	149	400	103	257	191	39	0	
10	935	26	4	3	3	6	8	7	4	15	713	32	7	3	3	4	11	5	15	16	757	6	1	0	0	0	2	1	3	3	765	1	0	0	0	0	0	0	0	0	765	1	0	0	0	0	0	0	0	0	897	27	5	3	2	6	3	2	4	1	731	27	4	4	4	4	3	2	7	7	760	5	0	0	0	0	0	0	1	1	958	1	0	0	0	0	0	0	0	0	958	1	0	0	0	0	0	0	0	0	744	49	6	2	0	0	0	0	0	0	734	24	2	1	1	4	2	0	0	0	884	34	4	1	2	6	18	4	0	0	791	6	0	0	0	1	3	0	0	0	791	6	0	0	0	1	3	0	0	0	673	179	16	6	12	14	15	20	5	0	483	152	13	4	4	7	17	40	24	50	426	154	45	16	4	11	19	110	82	84	341	81	58	28	9	12	8	25	23	205	341	81	58	28	9	12	8	25	23	205	341	81	58	28	9	12	8	25	23	205	341	81	58	28	9	12	8	25	23	205	341	81	58	28	9	12	8	25	23	205	341	81	58	28	9	12	8	25	23	205	341	81	58	28	9	12	8	25	23	205	34	3	1	0	0	0	0	0	0	2	4	6	8	7	0	8	7	23	15	40	14	0	15	10	7	7	5	6	0	5	5	5	3	9	5	0	5	8	5	4	3	3	0	2	3	3	0	8	9	18	21	17	11	0	17	15	14	15	21	17	0	22	17	12	12	13	10	0	8	10	9	10	10	16	0	13	19	8	9	14	13	0	6	5	3	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	103	152	0	314	259	88	108	75	24	0	
10	905	31	6	3	6	10	14	11	5	13	719	27	6	4	4	6	11	6	9	14	758	5	1	0	0	1	2	1	1	2	766	1	0	0	0	0	0	0	0	0	766	1	0	0	0	0	0	0	0	0	913	21	2	1	2	4	1	1	4	0	734	24	7	3	3	4	3	2	6	8	761	4	1	0	0	0	0	0	1	1	766	0	0	0	0	0	0	0	0	0	766	0	0	0	0	0	0	0	0	0	913	31	2	2	3	1	1	0	0	0	775	13	1	2	1	4	2	1	1	0	669	40	18	5	3	8	11	4	31	166	417	43	49	17	8	6	6	6	15	225	417	43	49	17	8	6	6	6	15	225	679	124	23	10	16	13	14	3	6	56	637	88	14	5	6	9	22	35	94	40	346	71	24	6	5	18	69	47	125	63	444	66	23	15	26	47	44	14	45	183	444	66	23	15	26	47	44	14	45	183	444	66	23	15	26	47	44	14	45	183	444	66	23	15	26	47	44	14	45	183	444	66	23	15	26	47	44	14	45	183	444	66	23	15	26	47	44	14	45	183	444	66	23	15	26	47	44	14	45	183	41	4	1	0	0	2	4	0	4	6	7	10	13	9	0	60	20	19	16	18	10	0	7	7	5	4	5	5	0	4	7	4	6	7	5	0	2	4	3	3	3	2	0	3	4	6	0	8	21	17	20	15	12	0	16	19	12	19	21	16	0	20	28	12	11	12	8	0	8	11	16	12	7	9	0	11	13	9	6	10	5	0	4	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	87	146	0	261	101	83	71	161	39	0	
